point,t1,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
10y7y,10,17,4.741435827147127,4.055869126839064,1.5013125669643084,2.7558247342202633,3.980152811775104,1.7487394704099004,4.866515074823123,2.844853354534421,3.8878942094935374
10y8y,10,18,4.713494106316328,4.040428053964814,1.4922946812119284,2.718454384700643,3.9742405943082306,1.7775691151706328,4.882519065523927,2.815215442753633,3.872461089830914
10y9y,10,19,4.681825877449971,4.018100003975144,1.4824415369219832,2.6795427863927572,3.9667292588391607,1.8009933637735662,4.8962230397112085,2.7828051955130184,3.8530290964092746
10y10y,10,20,4.647259663878223,3.9894744904988726,1.4719275729368955,2.6407062282010774,3.958578146729293,1.8178544838767334,4.90617025815683,2.7485383833490884,3.8300071680067327
10y11y,10,21,4.610585686252676,3.9552282994993373,1.4609017254923278,2.6031207796698883,3.950394314397669,1.8276079276953654,4.9115210526076964,2.713288922478059,3.803854154815508
10y12y,10,22,4.572756835861467,3.9170260649442947,1.4493615517137732,2.5670173085766743,3.94203907098546,1.8315651723048827,4.913063364228638,2.678231198864518,3.7756460118072552
10y13y,10,23,4.534708564712524,3.8765439147507035,1.437298419918885,2.5324834716652154,3.933258966600934,1.8312240555717798,4.911778949057343,2.6445177603608063,3.746464026807566
10y14y,10,24,4.497322904405361,3.8352508041689166,1.4247310339903443,2.499672811587134,3.9238506911634543,1.8278582924298115,4.90848335035408,2.613212716410123,3.7172581360604813
10y15y,10,25,4.461446438331624,3.7944778532161405,1.4116963244417653,2.468782845941222,3.9136443516963033,1.8225922208358756,4.903881313941586,2.5853212774086822,3.688890770251578
10y16y,10,26,4.427690112652207,3.755213282909685,1.3982673347684376,2.4399173238640564,3.9025674120616083,1.8163587419817737,4.898548423516745,2.5614662658886815,3.6619767308539317
10y17y,10,27,4.395840366223691,3.7174299950008085,1.3846160127677303,2.412727573910216,3.8908476617155427,1.8096793008833527,4.892804104655559,2.540936023477359,3.6363722186951
10y18y,10,28,4.365550491595012,3.6809107357902646,1.370934165595209,2.386809418179924,3.878767050726215,1.8029725198845488,4.886898755411273,2.5228030453557326,3.61179575109782
10y19y,10,29,4.336539966093907,3.64549116054988,1.357409918461845,2.3618141662833927,3.8665896266927735,1.7966502897411702,4.881073113941387,2.506246540642101,3.588010140428905
10y20y,10,30,4.308577902703595,3.611046610713876,1.344228645734733,2.3374347314178077,3.854566023155933,1.791119458441644,4.875560676114447,2.4905257505831364,3.5648114173077157
11y1y,11,12,4.7996154005652905,4.02888282026498,1.529023567682977,2.84995764755802,3.9606286649586404,1.6121499515231206,4.820127402218557,2.912979347405998,3.895859485669293
11y2y,11,13,4.801562568477594,4.0584646409818435,1.5252580809898593,2.8459827432910543,3.9791844858894017,1.6472048677087938,4.822269821045015,2.91155200761267,3.9078498133982538
11y3y,11,14,4.796255641694445,4.079153703302285,1.5197780128301708,2.833696452775007,3.992288214522699,1.68181375015962,4.8281822265460805,2.903594844077129,3.9144235930417923
11y4y,11,15,4.783170173488008,4.088573759322353,1.513014373233043,2.8116887785062143,3.9984372739569536,1.7166053764123663,4.8392837459146,2.8879933520459136,3.914056494332922
11y5y,11,16,4.76236042820517,4.085617547943356,1.5052884782674312,2.7798422900459947,3.9971816612275135,1.7514430258353464,4.855763910403269,2.8645006051069113,3.9060505074901677
11y6y,11,17,4.735666056878948,4.073088799709223,1.4965836542162396,2.742026966508765,3.9913160956605416,1.7838320481628467,4.8740216774492975,2.835545235371556,3.8922554040455255
11y7y,11,18,4.704556914539206,4.052981906014345,1.4869530580346721,2.7012891053022683,3.9829645208576223,1.811766988210406,4.891239580732192,2.803003067502494,3.873994525209385
11y8y,11,19,4.670047306036693,4.026293618269773,1.4765359736056385,2.659659217130695,3.973423777636246,1.833844533758734,4.905566487291852,2.768068086263195,3.851941853187731
11y9y,11,20,4.632949132225114,3.993577090596736,1.4655099651018018,2.618716771280169,3.963623150981159,1.84892898165279,4.915580791389135,2.731631307108809,3.826482737542855
