point,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
16y5y,-0.08987940751294854,-0.09346801783239433,-0.030770037723377275,-0.09175039054379175,-0.026763070028540614,-0.005537622897318517,0.009425673140934343,-0.09316323768126988,-0.07382114038365684
16y6y,-0.090580693375089,-0.09624254957195522,-0.0292752492371664,-0.0861096890228139,-0.026635717059992015,-0.01582928061385047,0.009212512341034262,-0.08834401331529707,-0.07507536369519174
16y7y,-0.08998454994600902,-0.09704984630216451,-0.02822091095865087,-0.08111193963373697,-0.026891015525306816,-0.022586261840261024,0.0077755617385610876,-0.08325879740629949,-0.07463027782385945
16y8y,-0.08821415504277486,-0.09622138470585817,-0.027399220493475873,-0.07632423058929172,-0.027390016984280674,-0.02669406847195388,0.0054177367659926645,-0.07770832149849527,-0.07276704391702138
16y9y,-0.08533779333659819,-0.09394092962372591,-0.026694724363246936,-0.07150595593440379,-0.028055534063201826,-0.028644495193079766,0.002307313637289532,-0.07158180556294846,-0.06964173989485856
16y10y,-0.08170245536726117,-0.09065068815249067,-0.026045327999889123,-0.06675322729872413,-0.028770241902231763,-0.02895376678518735,-0.00115890220912096,-0.06521427266443602,-0.06570164029285408
16y11y,-0.07844954783773783,-0.08763127541574223,-0.025433116462801886,-0.06285066821644625,-0.029245908300360224,-0.028615644756419645,-0.003838794894872599,-0.06002647040892484,-0.062295073133654455
16y12y,-0.07571219307048693,-0.08505527390697543,-0.024831405042309518,-0.05982821962907803,-0.02943601071556534,-0.02783856898047432,-0.0055778834174242675,-0.05614215541950873,-0.05959553222755032
16y13y,-0.07336519768455929,-0.08280628556179481,-0.024216613662036757,-0.05753586313734971,-0.02935874645263814,-0.02660968019230392,-0.006479288767716973,-0.05336193521318844,-0.057471998679941905
16y14y,-0.07131913620573016,-0.08080115980231328,-0.02357189527637038,-0.05586646122813965,-0.02902709785510771,-0.02491977746182883,-0.006616657350089206,-0.05154339835812394,-0.05583089352995474
17y1y,-0.08560380061339146,-0.0832366228861372,-0.03510909489367098,-0.1052918224797672,-0.028096456528853064,0.024114063278235065,0.006720856845134016,-0.10271826758945224,-0.06727968830730502
17y2y,-0.08879066618753395,-0.08889005616841361,-0.033786558609242956,-0.10069609288121528,-0.027864284721159205,0.010396283062299894,0.007711405857637743,-0.09978336801057575,-0.07105598820389725
17y3y,-0.09133506168256478,-0.09433809989146935,-0.031803649361528574,-0.09445096996558577,-0.02727841900838346,-0.004467381870466802,0.009082691392558573,-0.09552835191239772,-0.07462490293118051
17y4y,-0.09302355643415527,-0.09900686275314818,-0.02951915331615451,-0.08730299079002801,-0.026578852442238787,-0.018950233608803213,0.01031157576120556,-0.09029664086359057,-0.07750023318201738
17y5y,-0.0932362696844855,-0.10122853185647696,-0.027975584014146238,-0.08142362891560806,-0.026462872397242432,-0.02861770072633929,0.009878602277268556,-0.08508689098796518,-0.0782694825961876
17y6y,-0.09209817296566047,-0.10133938099429862,-0.026962133559715884,-0.07637393131288839,-0.026789528050565004,-0.03436944213840398,0.00809114491834162,-0.0796969928153537,-0.07721786259613417
17y7y,-0.08977291835915846,-0.09977977707107089,-0.026202884085078537,-0.07157912216507212,-0.02737431364292675,-0.03738076681774993,0.005351404495438139,-0.07386242100514195,-0.07471879744942189
17y8y,-0.08634216602515998,-0.09676946605802117,-0.025559867989617402,-0.06675170173135081,-0.028124983274382842,-0.03823915958578872,0.0018604700094657645,-0.0674508281393198,-0.07095886123293926
17y9y,-0.08219130464939184,-0.0927993603750572,-0.024964411627403482,-0.0619991426031552,-0.028911386516507154,-0.03751672086671953,-0.0019412316390070572,-0.06083478907693207,-0.06643462597092364
17y10y,-0.07856422143870301,-0.08926313914237927,-0.024399070573856152,-0.05818173608220745,-0.02942050509301941,-0.03628849122692346,-0.004810880650346405,-0.05556615495461825,-0.06261410352799635
17y11y,-0.0755675913652496,-0.08630460443039478,-0.02383666228685999,-0.055308967817280674,-0.029612017110275612,-0.034743240701300415,-0.006619696697178767,-0.051734203643830856,-0.05964014704912879
17y12y,-0.07303706317259895,-0.08376408951283043,-0.023253533521186087,-0.05320218593555914,-0.029513646959212103,-0.032836555204045714,-0.007509401386683656,-0.049089627734955066,-0.0573359344707538
17y13y,-0.07085885346554832,-0.08153104608331008,-0.022633304501300744,-0.051737728279622974,-0.02914457150751959,-0.030537669570323445,-0.007578097350855018,-0.047459842466288205,-0.05557905694070442
18y1y,-0.09197753176167911,-0.09454348945069002,-0.03246402232480117,-0.09610036328266869,-0.02763211291346268,-0.0033214971536401627,0.008701954870143247,-0.09684846843172057,-0.07483228810050635
18y2y,-0.094200692217143,-0.09988883839412699,-0.030150926595451155,-0.08903054370849173,-0.026869400248140884,-0.01875810444482262,0.010263608666268631,-0.09193339407386736,-0.07829751024311493
