,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd,,,,point,t1,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
,,,,,,,,,,,,,,7y1y,7,8,4.644757689,3.861032243,1.739913231,2.957652717,3.769947462,1.240843678,4.556072789,3.010718887,3.593897743
,,,,,,,,,,,,,,7y2y,7,9,4.671010071,3.84621988,1.756024434,2.981630771,3.790280943,1.289309797,4.583795791,2.999798392,3.616768127
,,,,,,,,,,,,,,7y3y,7,10,4.679338088,3.841011787,1.774613292,3.0184463,3.82037203,1.342747483,4.613727329,3.023599884,3.637199294
,,,,,,,,,,,,,,7y4y,7,11,4.68926559,3.862353838,1.792211074,3.049427403,3.843711708,1.391627432,4.649512342,3.041434376,3.659081274
,,,,,,,,,,,,,,7y5y,7,12,4.699042539,3.897461213,1.807718818,3.072194609,3.862242315,1.435811424,4.687696903,3.049602562,3.681257837
,,,,,,,,,,,,,,7y6y,7,13,4.70508164,3.936602038,1.820516764,3.086645765,3.877852979,1.476595625,4.72649744,3.050938667,3.701502741
,,,,,,,,,,,,,,7y7y,7,14,4.705406296,3.973417369,1.829873293,3.091567447,3.890240262,1.514893224,4.764261675,3.046057876,3.717649476
,,,,,,,,,,,,,,7y8y,7,15,4.698643756,4.002814676,1.835014872,3.085329157,3.898278484,1.551473391,4.799386872,3.034743125,3.727554057
,,,,,,,,,,,,,,7y9y,7,16,4.684075142,4.021382777,1.835531198,3.067155899,3.901102153,1.586623662,4.830796739,3.016887512,3.729743202
,,,,,,,,,,,,,,7y10y,7,17,4.662523281,4.030071631,1.832396466,3.039981209,3.899946987,1.619076679,4.859266302,2.993951886,3.725160145
,,,,,,,,,,,,,,7y11y,7,18,4.634981093,4.030265904,1.82667591,3.00695074,3.8961074,1.64744361,4.88570359,2.967417502,3.714917421
,,,,,,,,,,,,,,7y12y,7,19,4.602287566,4.02287011,1.819237256,2.970650838,3.890501511,1.670538785,4.910763309,2.938462469,3.699792708
,,,,,,,,,,,,,,7y13y,7,20,4.565186979,4.008493143,1.810826724,2.933324189,3.883815892,1.687301473,4.934944267,2.908078426,3.680357609
,,,,,,,,,,,,,,7y14y,7,21,4.524512743,3.987787281,1.802022562,2.896697796,3.876514318,1.697171699,4.958498434,2.877109639,3.657213077
,,,,,,,,,,,,,,7y15y,7,22,4.481631072,3.962170764,1.793007373,2.861223334,3.868678598,1.701250066,4.981050661,2.846215174,3.631490404
,,,,,,,,,,,,,,7y16y,7,23,4.437968518,3.933111935,1.783875285,2.827078104,3.860278888,1.700919337,5.002094062,2.815983096,3.604355203
,,,,,,,,,,,,,,7y17y,7,24,4.394882645,3.901940742,1.774724971,2.794465686,3.851261622,1.697448009,5.021138023,2.786971921,3.576876823
,,,,,,,,,,,,,,7y18y,7,25,4.353681327,3.869887397,1.765658383,2.763608673,3.841556093,1.69202213,5.037703689,2.759718862,3.550055151
,,,,,,,,,,,,,,7y19y,7,26,4.315320376,3.83792159,1.756759709,2.734630279,3.831118497,1.685640592,5.05151648,2.734570771,3.524626817
,,,,,,,,,,,,,,7y20y,7,27,4.279499922,3.806229271,1.748036369,2.70722269,3.820049476,1.678764565,5.063069659,2.71118278,3.500464378
,,,,,,,,,,,,,,7y21y,7,28,4.245665886,3.774815969,1.739482249,2.681002113,3.808471692,1.671727292,5.073005763,2.689071883,3.477254341
,,,,,,,,,,,,,,7y22y,7,29,4.213319259,3.743697014,1.731096881,2.655616432,3.796493307,1.664864019,5.081926721,2.667787562,3.454708533
,,,,,,,,,,,,,,7y23y,7,30,4.182004125,3.712895422,1.722884209,2.630738297,3.78421114,1.658511561,5.090402684,2.64690471,3.432558593
,,,,,,,,,,,,,,8y1y,8,9,4.697262454,3.831407517,1.772135638,3.005608826,3.810614424,1.337775916,4.611518792,2.988877896,3.639638511
,,,,,,,,,,,,,,8y2y,8,10,4.696628287,3.831001558,1.791963323,3.048843092,3.845584314,1.393699385,4.642554599,3.030040383,3.65885007
,,,,,,,,,,,,,,8y3y,8,11,4.704101556,3.86279437,1.809643688,3.080018966,3.86829979,1.441888683,4.68065886,3.051672872,3.680809118
,,,,,,,,,,,,,,8y4y,8,12,4.712613751,3.906568455,1.824670215,3.100830082,3.885316029,1.484553361,4.720602932,3.059323481,3.70309786
,,,,,,,,,,,,,,8y5y,8,13,4.717146431,3.951715996,1.83663747,3.112444374,3.899434082,1.523746015,4.760582371,3.058982623,3.72302374
,,,,,,,,,,,,,,8y6y,8,14,4.715514398,3.992148223,1.844866637,3.113886569,3.910289061,1.560568148,4.798959822,3.051947708,3.738274765
,,,,,,,,,,,,,,8y7y,8,15,4.706341765,4.023069309,1.848600821,3.103568648,3.916611487,1.595849065,4.834146027,3.038175159,3.746647816
,,,,,,,,,,,,,,8y8y,8,16,4.688989824,4.041426594,1.847483444,3.080843796,3.917496489,1.62984616,4.865137233,3.01765859,3.746723885
,,,,,,,,,,,,,,8y9y,8,17,4.664497235,4.048853785,1.842672381,3.049128819,3.914391379,1.661102568,4.89295447,2.992088886,3.739744857
,,,,,,,,,,,,,,8y10y,8,18,4.634003433,4.04718927,1.835352178,3.011880542,3.908723394,1.688103603,4.91866667,2.963087364,3.727019389
,,,,,,,,,,,,,,8y11y,8,19,4.598426645,4.037582643,1.826448531,2.971832485,3.90146097,1.709601977,4.943007902,2.931893704,3.709419524
,,,,,,,,,,,,,,8y12y,8,20,4.558556086,4.020781552,1.816736181,2.931296812,3.893304928,1.724506289,4.96651689,2.899525054,3.687562598
,,,,,,,,,,,,,,8y13y,8,21,4.515263132,3.997537669,1.806800203,2.892008956,3.884711769,1.732273854,4.989454253,2.866832004,3.662083487
,,,,,,,,,,,,,,8y14y,8,22,4.469979171,3.969394944,1.796799811,2.854335521,3.875730822,1.734136236,5.011406223,2.834464909,3.634175594
,,,,,,,,,,,,,,8y15y,8,23,4.424182574,3.937917248,1.786806089,2.81837313,3.866300983,1.731591048,5.031828813,2.80300071,3.605052367
,,,,,,,,,,,,,,8y16y,8,24,4.379265455,3.904497523,1.776900705,2.784266496,3.856343756,1.72598578,5.050204601,2.772987736,3.575813015
,,,,,,,,,,,,,,8y17y,8,25,4.336559188,3.870408289,1.767172804,2.752194318,3.845768365,1.718562039,5.066034918,2.744954154,3.547476175
,,,,,,,,,,,,,,8y18y,8,26,4.297018303,3.836637665,1.757695625,2.722240144,3.834516888,1.710351532,5.079041129,2.719229209,3.520778432
,,,,,,,,,,,,,,8y19y,8,27,4.260275829,3.803344904,1.748463902,2.694042162,3.822686424,1.701813033,5.089753704,2.695417721,3.495546832
,,,,,,,,,,,,,,8y20y,8,28,4.225711295,3.770505155,1.7394607,2.667169583,3.810397903,1.693271473,5.098852411,2.672989533,3.471422171
,,,,,,,,,,,,,,8y21y,8,29,4.192774571,3.738109623,1.730677055,2.641233751,3.797757395,1.685055464,5.106967384,2.651457499,3.448080476
,,,,,,,,,,,,,,8y22y,8,30,4.160969872,3.706161931,1.722110162,2.615878551,3.784859489,1.677496465,5.114690406,2.630367702,3.425224995
,,,,,,,,,,,,,,9y1y,9,10,4.695994121,3.8305956,1.811791008,3.092077357,3.880554203,1.449622855,4.673590405,3.071202869,3.678061629
,,,,,,,,,,,,,,9y2y,9,11,4.707521108,3.878487797,1.828397713,3.117224035,3.897142474,1.493945067,4.715228894,3.08307036,3.701394422
,,,,,,,,,,,,,,9y3y,9,12,4.71773085,3.931622101,1.842181741,3.1325705,3.910216564,1.533479176,4.756964311,3.082805343,3.724250977
,,,,,,,,,,,,,,9y4y,9,13,4.722117425,3.981793116,1.852762929,3.139153261,3.921638996,1.57023854,4.797848265,3.076508804,3.743870047
,,,,,,,,,,,,,,9y5y,9,14,4.719164786,4.024296364,1.859412836,3.135542118,3.930223989,1.605126595,4.836448028,3.06456167,3.758002016
,,,,,,,,,,,,,,9y6y,9,15,4.707854984,4.055012941,1.861345018,3.119895285,3.934277664,1.638861256,4.871250566,3.046391369,3.7644827
,,,,,,,,,,,,,,9y7y,9,16,4.68780802,4.071429319,1.858247416,3.091591649,3.932765356,1.67157048,4.901368438,3.021770118,3.762021795
,,,,,,,,,,,,,,9y8y,9,17,4.660401583,4.076034569,1.851489474,3.054568818,3.927363498,1.7015184,4.92813393,2.99249026,3.75225815
,,,,,,,,,,,,,,9y9y,9,18,4.626974653,4.071165021,1.842376238,3.0125774,3.91962439,1.727028902,4.952794212,2.960221749,3.736728375
,,,,,,,,,,,,,,9y10y,9,19,4.588543065,4.058200156,1.83187982,2.968454851,3.910545624,1.746784583,4.976156813,2.926195284,3.716397625
,,,,,,,,,,,,,,9y11y,9,20,4.545946417,4.037997373,1.820790776,2.924541174,3.900822247,1.759663596,4.998789444,2.891402068,3.691919333
,,,,,,,,,,,,,,9y12y,9,21,4.500096521,4.011381848,1.809688917,2.8825423,3.890886547,1.765148683,5.020948874,2.856661513,3.663953902
,,,,,,,,,,,,,,9y13y,9,22,4.452495842,3.980009361,1.798697055,2.842699113,3.880739776,1.764625492,5.042166794,2.822586987,3.633755369
,,,,,,,,,,,,,,9y14y,9,23,4.404676868,3.945525086,1.787853978,2.804999152,3.870278594,1.7597207,5.061850958,2.789723768,3.602581928
,,,,,,,,,,,,,,9y15y,9,24,4.358065655,3.90937019,1.777218376,2.769510341,3.859392379,1.751866437,5.079450321,2.758595058,3.571557982
,,,,,,,,,,,,,,9y16y,9,25,4.314015234,3.872845837,1.766862626,2.736355911,3.847965487,1.742361172,5.094442176,2.72970892,3.541716029
,,,,,,,,,,,,,,9y17y,9,26,4.27347453,3.836945321,1.756846212,2.705571398,3.835922915,1.732267745,5.106542443,2.703367521,3.513786663
,,,,,,,,,,,,,,9y18y,9,27,4.235998795,3.80178587,1.747148806,2.676732903,3.823357091,1.722037317,5.116322311,2.679114378,3.487541739
,,,,,,,,,,,,,,9y19y,9,28,4.200892813,3.767299767,1.737740967,2.649356991,3.810386507,1.711981766,5.124501549,2.65636383,3.462568679
,,,,,,,,,,,,,,9y20y,9,29,4.167550177,3.733444728,1.728604126,2.623014998,3.797114544,1.702419441,5.131739814,2.634586479,3.438502574
,,,,,,,,,,,,,,9y21y,9,30,4.13543213,3.700197855,1.719727997,2.597319966,3.783633063,1.693673634,5.138650959,2.613295788,3.415014828
,,,,,,,,,,,,,,10y1y,10,11,4.719048095,3.926379993,1.845004418,3.142370714,3.913730744,1.538267279,4.756867384,3.094937851,3.724727216
,,,,,,,,,,,,,,10y2y,10,12,4.728599215,3.982135352,1.857377108,3.152817072,3.925047744,1.575407336,4.798651265,3.08860658,3.747345651
,,,,,,,,,,,,,,10y3y,10,13,4.730825193,4.032192288,1.866420236,3.154845229,3.935333927,1.610443768,4.839267552,3.078277449,3.765806187
,,,,,,,,,,,,,,10y4y,10,14,4.724957453,4.072721555,1.871318294,3.146408308,3.942641435,1.64400253,4.877162434,3.06290137,3.777987113
,,,,,,,,,,,,,,10y5y,10,15,4.710227156,4.09989641,1.87125582,3.125458871,3.945022356,1.676708936,4.910782598,3.041429069,3.781766914
,,,,,,,,,,,,,,10y6y,10,16,4.686443669,4.111568272,1.865990151,3.091510698,3.941467214,1.708561751,4.939331444,3.013531326,3.776015156
,,,,,,,,,,,,,,10y7y,10,17,4.655316935,4.111097278,1.857160683,3.049210455,3.93405054,1.737503477,4.96449729,2.981245602,3.762857653
,,,,,,,,,,,,,,10y8y,10,18,4.618347219,4.101236199,1.846199392,3.002639905,3.924508164,1.761704658,4.987694688,2.946349109,3.744061719
,,,,,,,,,,,,,,10y9y,10,19,4.576604058,4.083489551,1.834111911,2.954719017,3.913878004,1.779802553,5.009775303,2.910083331,3.72065718
,,,,,,,,,,,,,,10y10y,10,20,4.530941646,4.05873755,1.821690753,2.907787556,3.902849051,1.79066767,5.031309348,2.873421988,3.693305103
,,,,,,,,,,,,,,10y11y,10,21,4.482287649,4.027816961,1.809497818,2.863493658,3.891825851,1.793832849,5.052526917,2.837157753,3.662671382
,,,,,,,,,,,,,,10y12y,10,22,4.432204319,3.992460508,1.797605893,2.821917592,3.88075524,1.790875711,5.072881494,2.801868997,3.630063181
,,,,,,,,,,,,,,10y13y,10,23,4.382267848,3.954365816,1.786012668,2.782916213,3.869488162,1.78357438,5.091717154,2.768071529,3.596775798
,,,,,,,,,,,,,,10y14y,10,24,4.333927908,3.914996947,1.774748902,2.74646984,3.85788082,1.773455265,5.108440315,2.736265929,3.563950579
,,,,,,,,,,,,,,10y15y,10,25,4.288549975,3.875662519,1.763867401,2.712641148,3.845792905,1.76187706,5.122498961,2.706942657,3.532626322
,,,,,,,,,,,,,,10y16y,10,26,4.247067055,3.837342178,1.753412162,2.681414775,3.83313346,1.74993305,5.133601945,2.680377812,3.503519478
,,,,,,,,,,,,,,10y17y,10,27,4.208940246,3.80009118,1.743346323,2.652300876,3.819992555,1.738061697,5.142365364,2.656050349,3.476334687
,,,,,,,,,,,,,,10y18y,10,28,4.173387185,3.763783332,1.733627076,2.624761416,3.806488302,1.726557261,5.149552168,2.633317217,3.450596848
,,,,,,,,,,,,,,10y19y,10,29,4.139737338,3.728331524,1.724225869,2.598327505,3.792722982,1.715724525,5.155852941,2.611606669,3.425894203
,,,,,,,,,,,,,,10y20y,10,30,4.107404031,3.693677968,1.715124846,2.572582097,3.778787006,1.705876173,5.161903987,2.590400434,3.401862488
,,,,,,,,,,,,,,11y1y,11,12,4.738150334,4.037890711,1.869749797,3.16326343,3.936364744,1.612547392,4.840435146,3.082275308,3.769964086
,,,,,,,,,,,,,,11y2y,11,13,4.736713742,4.085098436,1.877128144,3.161082487,3.946135519,1.646532012,4.880467636,3.069947248,3.786345673
,,,,,,,,,,,,,,11y3y,11,14,4.726927239,4.121502076,1.880089585,3.147754173,3.952278332,1.679247614,4.917260785,3.052222543,3.795740412
,,,,,,,,,,,,,,11y4y,11,15,4.708021922,4.143275514,1.87781867,3.12123091,3.95284526,1.711319351,4.949261402,3.028051874,3.796026839
,,,,,,,,,,,,,,11y5y,11,16,4.679922784,4.148605928,1.870187297,3.081338695,3.947014509,1.742620646,4.975824256,2.99725002,3.786272744
,,,,,,,,,,,,,,11y6y,11,17,4.644695075,4.141883493,1.859186727,3.033683745,3.937437173,1.77070951,4.999102275,2.962296893,3.769212726
,,,,,,,,,,,,,,11y7y,11,18,4.60396138,4.126215656,1.846370103,2.982678361,3.926047795,1.793624283,5.020670017,2.925122146,3.746823791
,,,,,,,,,,,,,,11y8y,11,19,4.558798554,4.103128246,1.832750347,2.931262555,3.913896412,1.809994462,5.041388793,2.886976516,3.720148426
,,,,,,,,,,,,,,11y9y,11,20,4.51004093,4.073443945,1.819100346,2.88172276,3.901639974,1.818712158,5.0618029,2.848809115,3.689813757
,,,,,,,,,,,,,,11y10y,11,21,4.458611604,4.037960658,1.805947158,2.835605953,3.889635362,1.819389406,5.08209287,2.811379744,3.656465798
,,,,,,,,,,,,,,11y11y,11,22,4.406127612,3.998467828,1.793296936,2.79278549,3.877757467,1.813840114,5.101610049,2.775226374,3.62145736
,,,,,,,,,,,,,,11y12y,11,23,4.354202828,3.956697967,1.781096689,2.752961671,3.865801281,1.804016639,5.119621302,2.740832669,3.586113179
,,,,,,,,,,,,,,11y13y,11,24,4.304303278,3.914121328,1.769344632,2.716015926,3.853584672,1.791546648,5.135484387,2.708675781,3.551583146
,,,,,,,,,,,,,,11y14y,11,25,4.25780011,3.872039843,1.7580719,2.681946179,3.840940203,1.777849187,5.148615502,2.679228715,3.51890483
,,,,,,,,,,,,,,11y15y,11,26,4.215601653,3.831406324,1.747306012,2.65068438,3.827760307,1.764044102,5.158717583,2.652740476,3.488772295
,,,,,,,,,,,,,,11y16y,11,27,4.177058506,3.79219813,1.736992692,2.621671511,3.814133918,1.750548848,5.166458988,2.62861988,3.460810154
,,,,,,,,,,,,,,11y17y,11,28,4.141289485,3.754218823,1.727075467,2.59431381,3.800179923,1.737633142,5.172651273,2.606163062,3.434471533
,,,,,,,,,,,,,,11y18y,11,29,4.107553407,3.717328831,1.71751595,2.568102882,3.786000329,1.72558326,5.178018805,2.584754937,3.409292369
,,,,,,,,,,,,,,11y19y,11,30,4.075212238,3.681430493,1.708289079,2.542593222,3.771684704,1.714697693,5.183221703,2.563845833,3.384869607
,,,,,,,,,,,,,,12y1y,12,13,4.73527715,4.132306161,1.884506491,3.158901543,3.955906295,1.680516632,4.920500127,3.057619188,3.80272726
,,,,,,,,,,,,,,12y2y,12,14,4.721315691,4.163307758,1.88525948,3.139999544,3.960235127,1.712597724,4.955673604,3.037196161,3.808628576
,,,,,,,,,,,,,,12y3y,12,15,4.697979118,4.178403781,1.880508295,3.10722007,3.958338765,1.744243337,4.985536821,3.009977396,3.804714423
,,,,,,,,,,,,,,12y4y,12,16,4.665365897,4.176284732,1.870296673,3.060857511,3.94967695,1.775138959,5.009671533,2.975993699,3.790349909
,,,,,,,,,,,,,,12y5y,12,17,4.626004023,4.162682049,1.857074113,3.007767808,3.937651659,1.802341934,5.030835701,2.938301211,3.769062454
,,,,,,,,,,,,,,12y6y,12,18,4.581596554,4.140936481,1.842473487,2.95258085,3.924328304,1.823803765,5.050709162,2.898929952,3.742967075
,,,,,,,,,,,,,,12y7y,12,19,4.533176871,4.112447894,1.827464712,2.898119573,3.91068665,1.838201186,5.070096457,2.859076688,3.713031903
,,,,,,,,,,,,,,12y8y,12,20,4.481527254,4.0778881,1.812769165,2.846530176,3.897299378,1.844482753,5.089473869,2.81962584,3.679794966
,,,,,,,,,,,,,,12y9y,12,21,4.427551745,4.03796843,1.798857976,2.799199566,3.884443209,1.842371852,5.108943729,2.781280236,3.643854877
,,,,,,,,,,,,,,12y10y,12,22,4.372925339,3.994525539,1.78565165,2.755737696,3.871896739,1.833969387,5.127727539,2.74452148,3.606606687
,,,,,,,,,,,,,,12y11y,12,23,4.319298509,3.949316809,1.773037316,2.715661511,3.85938642,1.821422934,5.145001861,2.709792429,3.569399461
,,,,,,,,,,,,,,12y12y,12,24,4.268149356,3.903807213,1.760977534,2.678745301,3.846686332,1.806463253,5.160071823,2.677542487,3.533384734
,,,,,,,,,,,,,,12y13y,12,25,4.220850092,3.859282084,1.749481292,2.644921775,3.833599853,1.79056471,5.172321683,2.648225131,3.499592579
,,,,,,,,,,,,,,12y14y,12,26,4.178276747,3.816657439,1.738560027,2.61407159,3.820002848,1.774865295,5.181452043,2.622059416,3.468687167
,,,,,,,,,,,,,,12y15y,12,27,4.139652384,3.775818624,1.728142219,2.585565383,3.805985196,1.759748945,5.18819391,2.598376185,3.440199891
,,,,,,,,,,,,,,12y16y,12,28,4.103985681,3.73648933,1.718158322,2.558754458,3.791668372,1.745451001,5.193414781,2.576406046,3.413503248
,,,,,,,,,,,,,,12y17y,12,29,4.07045947,3.69847225,1.708561018,2.533093438,3.777155364,1.732232429,5.197876667,2.555489033,3.388076385
,,,,,,,,,,,,,,12y18y,12,30,4.038382344,3.661627147,1.699319039,2.508111544,3.762535813,1.72037271,5.2022654,2.535044196,3.36347547
,,,,,,,,,,,,,,13y1y,13,14,4.707354232,4.194309355,1.886012468,3.121097544,3.964563958,1.744678817,4.990847081,3.016773133,3.814529891
,,,,,,,,,,,,,,13y2y,13,15,4.679330101,4.201452592,1.878509197,3.081379334,3.959555,1.776106689,5.018055168,2.986156499,3.805708005
,,,,,,,,,,,,,,13y3y,13,16,4.642062146,4.190944256,1.865560066,3.028176167,3.947600501,1.806679734,5.039395336,2.948785202,3.786224126
,,,,,,,,,,,,,,13y4y,13,17,4.598685741,4.170276021,1.850216019,2.969984375,3.933088,1.83279826,5.058419594,2.908471716,3.760646253
,,,,,,,,,,,,,,13y5y,13,18,4.550860435,4.142662545,1.834066886,2.911316711,3.918012705,1.852461192,5.076750969,2.867192105,3.731015038
,,,,,,,,,,,,,,13y6y,13,19,4.499493491,4.109138182,1.817957748,2.854655912,3.903150043,1.864481946,5.095029178,2.825986271,3.698082676
,,,,,,,,,,,,,,13y7y,13,20,4.445277269,4.070114091,1.802520975,2.801905695,3.888926961,1.867906485,5.113612975,2.785626791,3.66223321
,,,,,,,,,,,,,,13y8y,13,21,4.38908607,4.026176214,1.788151912,2.754236819,3.875510323,1.862603754,5.132499179,2.746737867,3.62399583
,,,,,,,,,,,,,,13y9y,13,22,4.332664027,3.979216581,1.774667779,2.710941714,3.862562344,1.851019693,5.150752807,2.709732846,3.584815512
,,,,,,,,,,,,,,13y10y,13,23,4.277700645,3.931017874,1.761890398,2.671337508,3.849734433,1.835513564,5.167452035,2.675009753,3.546066681
,,,,,,,,,,,,,,13y11y,13,24,4.225683193,3.883034581,1.749747629,2.635094733,3.836757245,1.817912945,5.181851069,2.64299006,3.50889905
,,,,,,,,,,,,,,13y12y,13,25,4.177981171,3.836530077,1.738229192,2.602090127,3.82340765,1.799735383,5.193306813,2.614108959,3.474331356
,,,,,,,,,,,,,,13y13y,13,26,4.135430562,3.792376768,1.727333376,2.572161594,3.809548736,1.782122885,5.201525267,2.588554819,3.442991776
,,,,,,,,,,,,,,13y14y,13,27,4.097107757,3.750355229,1.716973342,2.544612801,3.795276546,1.765408396,5.207314895,2.565573114,3.414305079
,,,,,,,,,,,,,,13y15y,13,28,4.061899584,3.710101541,1.707068444,2.518744653,3.780719177,1.749779959,5.211609092,2.54432517,3.387554981
,,,,,,,,,,,,,,13y16y,13,29,4.028908365,3.671357631,1.697564425,2.493980432,3.76598343,1.735464667,5.215212701,2.524105898,3.362160706
,,,,,,,,,,,,,,13y17y,13,30,3.997388532,3.633940146,1.68842566,2.46982978,3.751161079,1.722717185,5.218839828,2.504304491,3.337637129
,,,,,,,,,,,,,,14y1y,14,15,4.651305971,4.208595828,1.871005925,3.041661123,3.954546042,1.807534561,5.045263255,2.955539865,3.796886119
,,,,,,,,,,,,,,14y2y,14,16,4.609416103,4.189261706,1.855333865,2.981715478,3.939118773,1.837680193,5.063669463,2.914791236,3.772071243
,,,,,,,,,,,,,,14y3y,14,17,4.56246291,4.16226491,1.838283869,2.919613318,3.922596014,1.862171407,5.080943765,2.872371244,3.74268504
,,,,,,,,,,,,,,14y4y,14,18,4.511736986,4.129750842,1.821080491,2.858871502,3.906374892,1.879406786,5.098226941,2.829796847,3.710136324
,,,,,,,,,,,,,,14y5y,14,19,4.457921343,4.092103948,1.804346804,2.801367585,3.890867259,1.888442571,5.115865598,2.787828899,3.674793233
,,,,,,,,,,,,,,14y6y,14,20,4.401597775,4.04941488,1.788605726,2.748707054,3.876320795,1.88844443,5.134073957,2.7471024,3.63685043
,,,,,,,,,,,,,,14y7y,14,21,4.343619189,4.002157194,1.774171832,2.701828144,3.862788375,1.879450174,5.152735193,2.708161401,3.596776678
,,,,,,,,,,,,,,14y8y,14,22,4.285827751,3.952329985,1.760749692,2.659672235,3.849812142,1.864312302,5.170741023,2.67135281,3.556101215
,,,,,,,,,,,,,,14y9y,14,23,4.229961358,3.901763265,1.748099057,2.62136417,3.836975597,1.845606314,5.187074807,2.637036044,3.516237435
,,,,,,,,,,,,,,14y10y,14,24,4.17751609,3.851907104,1.736121145,2.586494452,3.823976574,1.825236358,5.200951467,2.605611752,3.478335965
,,,,,,,,,,,,,,14y11y,14,25,4.129856347,3.804004688,1.724794349,2.554907635,3.810575258,1.804740525,5.211712243,2.577503125,3.443404216
,,,,,,,,,,,,,,14y12y,14,26,4.087770256,3.758882386,1.714110119,2.526416931,3.796630801,1.785243224,5.219081782,2.552869959,3.412030266
,,,,,,,,,,,,,,14y13y,14,27,4.050165721,3.716204911,1.703970332,2.50026782,3.782254437,1.767002979,5.223966265,2.53086542,3.383518555
,,,,,,,,,,,,,,14y14y,14,28,4.01579568,3.675515269,1.694286728,2.475719446,3.767587407,1.750144326,5.227377807,2.510578887,3.357056773
,,,,,,,,,,,,,,14y15y,14,29,3.983678641,3.636494183,1.685001223,2.452172624,3.752744728,1.73485039,5.230170409,2.491261416,3.33200276
,,,,,,,,,,,,,,14y16y,14,30,3.953015676,3.598917071,1.676076484,2.429125544,3.737823399,1.721344583,5.233089375,2.4722752,3.307831332
,,,,,,,,,,,,,,15y1y,15,16,4.567526234,4.169927584,1.839661805,2.921769833,3.923691504,1.867825825,5.082075671,2.874042607,3.747256366
,,,,,,,,,,,,,,15y2y,15,17,4.51804138,4.13909945,1.821922841,2.858589416,3.906621,1.88948983,5.09878402,2.830786933,3.715584501
,,,,,,,,,,,,,,15y3y,15,18,4.465213991,4.10346918,1.804438679,2.797941629,3.890317842,1.903364194,5.115881503,2.787882508,3.681219726
,,,,,,,,,,,,,,15y4y,15,19,4.409575186,4.062980978,1.787682024,2.741294201,3.874947564,1.908669574,5.133516183,2.745901157,3.644270012
,,,,,,,,,,,,,,15y5y,15,20,4.351656136,4.017578691,1.772125686,2.69011624,3.860675746,1.904626403,5.151836098,2.705414907,3.604843292
,,,,,,,,,,,,,,15y6y,15,21,4.292338059,3.967750754,1.758032816,2.645189314,3.84749543,1.891436109,5.170647183,2.666931657,3.563425104
,,,,,,,,,,,,,,15y7y,15,22,4.233616577,3.915720579,1.744998802,2.605102393,3.834850157,1.872423408,5.188666419,2.63075466,3.521703372
,,,,,,,,,,,,,,15y8y,15,23,4.177293281,3.863409194,1.732735699,2.568827051,3.822279291,1.850365283,5.204801251,2.597223066,3.48115635
,,,,,,,,,,,,,,15y9y,15,24,4.124872769,3.812275023,1.721133948,2.535920378,3.809468855,1.827203225,5.218250158,2.566730851,3.442941504
,,,,,,,,,,,,,,15y10y,15,25,4.077711385,3.763545574,1.710173192,2.506232286,3.79617818,1.804461121,5.228357142,2.539699451,3.408056026
,,,,,,,,,,,,,,15y11y,15,26,4.036539737,3.717999346,1.699846863,2.47957655,3.78227487,1.783216739,5.234883467,2.516263604,3.37704337
,,,,,,,,,,,,,,15y12y,15,27,4.0000707,3.675172335,1.690050699,2.455151712,3.767896804,1.763625347,5.238858183,2.495475883,3.349071259
,,,,,,,,,,,,,,15y13y,15,28,3.966910273,3.634509072,1.680692943,2.432185471,3.753205973,1.745729693,5.241386618,2.476351119,3.323223746
,,,,,,,,,,,,,,15y14y,15,29,3.935990974,3.595629779,1.671715172,2.410066303,3.738330349,1.729658663,5.243378063,2.458098669,3.298796806
,,,,,,,,,,,,,,15y15y,15,30,3.906462989,3.55827182,1.663081188,2.388289839,3.723375223,1.715598585,5.245611116,2.440057556,3.275227679
,,,,,,,,,,,,,,16y1y,16,17,4.468556526,4.108271316,1.804183877,2.795408998,3.889550495,1.911153835,5.115492369,2.787531259,3.683912635
,,,,,,,,,,,,,,16y2y,16,18,4.414057869,4.070239978,1.786827116,2.736027527,3.873631011,1.921133378,5.132784419,2.744802458,3.648201406
,,,,,,,,,,,,,,16y3y,16,19,4.356924836,4.027332109,1.77035543,2.681135656,3.858699584,1.922284157,5.150663021,2.703187341,3.609941227
,,,,,,,,,,,,,,16y4y,16,20,4.297688611,3.979491468,1.755241657,2.632202842,3.844921806,1.913826548,5.169276204,2.663257982,3.569240023
,,,,,,,,,,,,,,16y5y,16,21,4.237300424,3.927315388,1.741707019,2.589873211,3.832256216,1.896158166,5.188361485,2.625509467,3.526658852
,,,,,,,,,,,,,,16y6y,16,22,4.177964968,3.873352744,1.729221635,2.552324487,3.820043265,1.873189672,5.206431543,2.590206668,3.484111206
,,,,,,,,,,,,,,16y7y,16,23,4.121545716,3.819620853,1.717460541,2.518406654,3.807791832,1.847870919,5.222333477,2.557677418,3.443142062
,,,,,,,,,,,,,,16y8y,16,24,4.069541086,3.767568453,1.706317965,2.487689196,3.795191024,1.8221254,5.235271969,2.528316881,3.404902146
,,,,,,,,,,,,,,16y9y,16,25,4.023287513,3.718392017,1.695785568,2.460061448,3.782010033,1.797420599,5.244610639,2.502550211,3.3703671
